📺中央数字超高清,#genre#
湖南益阳新闻,http://home.oneself.tech:3000/rtp/239.76.255.15:9000$湖南cmc55+
湖南岳阳睛彩,http://home.oneself.tech:3000/rtp/239.76.255.8:9000$湖南cmc55+
湖南张家界综合,http://home.oneself.tech:3000/rtp/239.76.252.235:9000$湖南cmc55+
湖南长沙新闻,http://home.oneself.tech:3000/rtp/239.76.253.121:9000$湖南cmc55+
湖南长沙政法,http://home.oneself.tech:3000/rtp/239.76.253.122:9000$湖南cmc55+
以上手工录入
湖南湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800/tzwj_video.m3u8?zhund
👑辽宁数字高清,#genre#
👑吉林黑龙江频道,#genre#
吉林延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild
吉林延边-2,http://live.cloud.yanews.cn/video/s10001-TV-2/index.m3u8?zjild
吉林延边-2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild
吉林延边朝鲜语,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8?zjild
吉林延边朝鲜语,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8?zjild
吉林延边汉语,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8?zjild
吉林东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
吉林九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
吉林双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
吉林双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8?zjild
吉林德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild
吉林柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
吉林桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
吉林珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
吉林磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
吉林舒兰新闻,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
吉林辉南新闻,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
吉林靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
吉林龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
黑龙江哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
黑龙江哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
黑龙江哈尔滨生活,https://stream.hrbtv.net/shpd/sd/live.m3u8
黑龙江哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
👑贵州地方频道,#genre#
习水经济,http://103.116.245.163/xs/xs.php?id=xsjj
习水综合,http://103.116.245.163/xs/xs.php?id=xszh
贵州七星关,https://p8.vzan.com/slowlive/147077707554082780/live.m3u8
贵州公共频道,http://hplayer1.juyun.tv/camera/116587130.m3u8
贵州六盘水1,https://tvfile.lpsrtv.com/nmip-media/channellive/channel110181/playlist.m3u8
贵州六盘水2,https://tvfile.lpsrtv.com/nmip-media/channellive/channel110983/playlist.m3u8
贵州新闻综合,http://hplayer1.juyun.tv/camera/133635181.m3u8
贵州湄潭新闻,http://p8.vzan.com/slowlive/158160919638855965/live.m3u8
贵州遵义都市,http://pluslive.zunyifb.com/dspd/playlist.m3u8?_upt=d7e99d101716517357
贵州黔南TV1,http://tvfile.qntv.net/nmip-media/channellive/channel108689/playlist.m3u8
贵州黔南TV2,http://tvfile.qntv.net/nmip-media/channellive/channel109066/playlist.m3u8
👑陕西数字高清,#genre#
👑新疆数字高清,#genre#
新疆伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
新疆伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
新疆伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
新疆伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
新疆伊犁法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
新疆伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
新疆伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
新疆伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
新疆伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8?zxinjd
新疆克拉玛依影视,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8
新疆克拉玛依汉语,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
新疆克拉玛依维语,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
新疆兵团4师可克达拉,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8?zxinjd
新疆兵团8师教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?zxinjd
新疆兵团8师新闻,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
新疆兵团14师昆玉,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8?zxinjd
新疆兵团8师经济,http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
新疆可克达拉综合,http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
新疆奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
新疆奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
新疆巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
新疆巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8
新疆巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
新疆巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
新疆玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
新疆石河子影视,http://124.88.144.73:1935/live/jjsh/playlist.m3u8
新疆石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
新疆石河子新闻,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
新疆石河子经济,http://124.88.144.73:1935/live/dywt/playlist.m3u8
新疆裕民哈语,http://117.190.130.4:8081/out_2/index.m3u8?zxinjd
新疆裕民汉语,http://117.190.130.4:8081/out_1/index.m3u8?zxinjd
👑四川数字高清,#genre#
四川万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
四川乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
四川乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
四川乐至综合,http://175.155.106.72:89/live1/live1.m3u8
四川乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
四川什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
四川利州,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
四川利州,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd
四川利州,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
四川利州,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
四川康定1,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
四川康定2,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
四川康定2,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
四川康定2,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
四川德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
四川松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
四川汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
四川泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
四川泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
四川泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
四川泸州科教,http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/Vbrgob5C/Vbrgob5C.38
四川甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
四川营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
四川西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8?ztianjd
四川达州公共,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
四川达州新闻,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
四川达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
四川金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
四川长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
四川青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
四川马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
四川黑水新闻,http://live.schstv.com:90/live/xwzh.m3u8
👑福建数字高清,#genre#
福建三明综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
福建云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
福建云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
福建漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
福建漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
👑宁夏青海地方,#genre#
宁夏公共,https://hls.ningxiahuangheyun.com/live/nxgg1.flv
宁夏公共,https://livepgc.cmc.ningxiahuangheyun.com/tv/nxgg.m3u8
宁夏兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
宁夏化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
宁夏吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd
宁夏吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd
宁夏大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1.flv
宁夏文旅,https://hls.ningxiahuangheyun.com/live/nxwl1.flv
宁夏民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
宁夏湟中电视台,http://livecdn.dmqhyadmin.com/hls/xjhuangzhong.m3u8
宁夏石嘴山综合,https://pili-live-hls-jrszs.szsnews.com:443/jrszs/zhpd.m3u8
宁夏经济,https://hls.ningxiahuangheyun.com/live/nxjj1.flv
宁夏门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
青海兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
青海化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
青海大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
青海民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
青海湟中电视台,http://livecdn.dmqhyadmin.com/hls/xjhuangzhong.m3u8
青海经视,http://stream.qhbtv.com/qhsh/playlist.m3u8
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=a7ec5e491648026933
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ba357f031594546763
青海都市,http://stream.qhbtv.com/qhds/playlist.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=f868bafe1594546577
青海门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
